time,V(n010),V(n011),V(n014),I(Rchip2)
0.000000000000000e+000,3.300000e+000,3.108340e-002,0.000000e+000,-3.590133e-038
9.999999824516700e-015,3.300000e+000,3.108340e-002,1.100000e-005,-1.890733e-013
1.999999964903340e-014,3.300000e+000,3.108340e-002,2.200000e-005,-5.041439e-013
3.999999929806680e-014,3.300000e+000,3.108340e-002,4.400000e-005,-1.663544e-012
7.999999859613360e-014,3.300000e+000,3.108340e-002,8.800000e-005,-6.199598e-012
1.599999971922672e-013,3.300000e+000,3.108340e-002,1.760000e-004,-2.433782e-011
3.199999943845344e-013,3.300000e+000,3.108340e-002,3.520000e-004,-9.685055e-011
6.399999887690688e-013,3.300000e+000,3.108341e-002,7.040000e-004,-3.866429e-010
1.279999977538138e-012,3.300000e+000,3.108342e-002,1.408000e-003,-1.544256e-009
2.559999955076275e-012,3.300000e+000,3.108347e-002,2.816000e-003,-6.165814e-009
5.119999910152551e-012,3.300000e+000,3.108367e-002,5.632000e-003,-2.459873e-008
1.023999982030510e-011,3.300000e+000,3.108440e-002,1.126400e-002,-9.022759e-008
1.637209614660323e-011,3.300000e+000,3.108569e-002,1.800931e-002,-2.075557e-007
1.959937430298797e-011,3.300000e+000,3.108658e-002,2.155931e-002,-2.883722e-007
2.113163291114025e-011,3.300000e+000,3.108708e-002,2.324480e-002,-3.332964e-007
2.188006656124754e-011,3.300000e+000,3.109978e-002,2.406807e-002,-1.251592e-006
1.021880066561248e-009,3.300000e+000,6.345066e-002,1.124068e+000,-2.208647e-003
2.021880066561247e-009,3.300000e+000,9.313437e-002,2.224068e+000,-3.894654e-003
3.000000000000000e-009,3.300000e+000,1.206376e-001,3.300000e+000,-5.155806e-003
3.000195312500000e-009,3.300000e+000,1.206428e-001,3.300000e+000,-5.156011e-003
3.000225830078125e-009,3.300000e+000,1.206432e-001,3.300000e+000,-5.156009e-003
3.000233459472656e-009,3.300000e+000,1.206432e-001,3.300000e+000,-5.156001e-003
3.000235366821289e-009,3.300000e+000,1.206432e-001,3.300000e+000,-5.155998e-003
3.000239181518555e-009,3.300000e+000,1.206432e-001,3.300000e+000,-5.155994e-003
3.000246810913086e-009,3.300000e+000,1.206432e-001,3.300000e+000,-5.155983e-003
3.000262069702148e-009,3.300000e+000,1.206432e-001,3.300000e+000,-5.155961e-003
3.000292587280274e-009,3.300000e+000,1.206431e-001,3.300000e+000,-5.155912e-003
3.000353622436524e-009,3.300000e+000,1.206429e-001,3.300000e+000,-5.155807e-003
3.000475692749024e-009,3.300000e+000,1.206422e-001,3.300000e+000,-5.155580e-003
3.000719833374024e-009,3.300000e+000,1.206402e-001,3.300000e+000,-5.155069e-003
3.001208114624024e-009,3.300000e+000,1.206346e-001,3.300000e+000,-5.153904e-003
3.002184677124024e-009,3.300000e+000,1.206209e-001,3.300000e+000,-5.151348e-003
3.002428817749024e-009,3.300000e+000,1.206171e-001,3.300000e+000,-5.150672e-003
3.002917098999024e-009,3.300000e+000,1.206089e-001,3.300000e+000,-5.149278e-003
3.003039169311523e-009,3.300000e+000,1.206069e-001,3.300000e+000,-5.148927e-003
3.003283309936524e-009,3.300000e+000,1.206027e-001,3.300000e+000,-5.148223e-003
3.003344345092774e-009,3.300000e+000,1.206017e-001,3.300000e+000,-5.148046e-003
3.003466415405273e-009,3.300000e+000,1.205996e-001,3.300000e+000,-5.147693e-003
3.003710556030274e-009,3.300000e+000,1.205954e-001,3.300000e+000,-5.146985e-003
3.003893661499024e-009,3.300000e+000,1.205923e-001,3.300000e+000,-5.146453e-003
3.004137802124024e-009,3.300000e+000,1.205881e-001,3.300000e+000,-5.145743e-003
3.004198837280274e-009,3.300000e+000,1.205870e-001,3.300000e+000,-5.145566e-003
3.004320907592774e-009,3.300000e+000,1.205849e-001,3.300000e+000,-5.145210e-003
3.004565048217774e-009,3.300000e+000,1.205807e-001,3.300000e+000,-5.144499e-003
3.004748153686524e-009,3.300000e+000,1.205775e-001,3.300000e+000,-5.143966e-003
3.004778671264649e-009,3.300000e+000,1.205770e-001,3.300000e+000,-5.143877e-003
3.004839706420899e-009,3.300000e+000,1.205759e-001,3.300000e+000,-5.143699e-003
3.004961776733399e-009,3.300000e+000,1.205738e-001,3.300000e+000,-5.143343e-003
3.004992294311524e-009,3.300000e+000,1.205733e-001,3.300000e+000,-5.143255e-003
3.005053329467774e-009,3.300000e+000,1.205723e-001,3.300000e+000,-5.143077e-003
3.005175399780274e-009,3.300000e+000,1.205701e-001,3.300000e+000,-5.142721e-003
3.005205917358399e-009,3.300000e+000,1.205696e-001,3.300000e+000,-5.142632e-003
3.005282211303711e-009,3.300000e+000,1.205683e-001,3.300000e+000,-5.142410e-003
3.005312728881837e-009,3.300000e+000,1.205678e-001,3.300000e+000,-5.142321e-003
3.005373764038087e-009,3.300000e+000,1.205667e-001,3.300000e+000,-5.142143e-003
3.005389022827149e-009,3.300000e+000,1.205665e-001,3.300000e+000,-5.142099e-003
3.005427169799805e-009,3.300000e+000,1.205658e-001,3.300000e+000,-5.141987e-003
3.005495834350587e-009,3.300000e+000,1.205646e-001,3.300000e+000,-5.141787e-003
3.005526351928712e-009,3.300000e+000,1.205641e-001,3.300000e+000,-5.141698e-003
3.005553054809571e-009,3.300000e+000,1.205636e-001,3.300000e+000,-5.141621e-003
3.005566406250001e-009,3.300000e+000,1.205634e-001,3.300000e+000,-5.141582e-003
3.005575942993165e-009,3.300000e+000,1.205632e-001,3.300000e+000,-5.141554e-003
3.005587387084962e-009,3.300000e+000,1.205630e-001,3.300000e+000,-5.141520e-003
3.005594062805176e-009,3.300000e+000,1.205629e-001,3.300000e+000,-5.141501e-003
3.005597400665284e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141492e-003
3.005599308013916e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141486e-003
3.005599784851075e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141485e-003
3.005600738525391e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141482e-003
3.005600976943970e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141481e-003
3.005601453781128e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141479e-003
3.005601572990418e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141479e-003
3.005601811408997e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141478e-003
3.005602288246155e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141477e-003
3.005602407455445e-009,3.300000e+000,1.205628e-001,3.300000e+000,-5.141477e-003
3.005602645874024e-009,3.300000e+000,1.205627e-001,3.300000e+000,-5.141476e-003
3.005603122711182e-009,3.300000e+000,1.205627e-001,3.300000e+000,-5.141475e-003
3.005604076385498e-009,3.300000e+000,1.205627e-001,3.300000e+000,-5.141472e-003
3.005605983734131e-009,3.300000e+000,1.205627e-001,3.300000e+000,-5.141466e-003
3.005609798431397e-009,3.300000e+000,1.205626e-001,3.300000e+000,-5.141455e-003
3.005663204193115e-009,3.300000e+000,1.205617e-001,3.300000e+000,-5.141300e-003
3.005724239349366e-009,3.300000e+000,1.205606e-001,3.300000e+000,-5.141122e-003
3.005846309661865e-009,3.300000e+000,1.205585e-001,3.300000e+000,-5.140766e-003
3.006090450286866e-009,3.300000e+000,1.205543e-001,3.300000e+000,-5.140055e-003
3.006578731536865e-009,3.300000e+000,1.205459e-001,3.300000e+000,-5.138634e-003
3.007555294036865e-009,3.300000e+000,1.205290e-001,3.300000e+000,-5.135792e-003
3.007799434661866e-009,3.300000e+000,1.205248e-001,3.300000e+000,-5.135082e-003
3.008287715911865e-009,3.300000e+000,1.205164e-001,3.300000e+000,-5.133664e-003
3.009264278411865e-009,3.300000e+000,1.204996e-001,3.300000e+000,-5.130829e-003
3.009508419036866e-009,3.300000e+000,1.204954e-001,3.300000e+000,-5.130121e-003
3.009996700286865e-009,3.300000e+000,1.204870e-001,3.300000e+000,-5.128705e-003
3.010973262786865e-009,3.300000e+000,1.204702e-001,3.300000e+000,-5.125878e-003
3.012926387786866e-009,3.300000e+000,1.204368e-001,3.300000e+000,-5.120233e-003
3.013414669036865e-009,3.300000e+000,1.204285e-001,3.300000e+000,-5.118824e-003
3.014391231536866e-009,3.300000e+000,1.204119e-001,3.300000e+000,-5.116010e-003
3.016344356536866e-009,3.300000e+000,1.203787e-001,3.300000e+000,-5.110391e-003
3.016832637786865e-009,3.300000e+000,1.203704e-001,3.300000e+000,-5.108989e-003
3.017809200286866e-009,3.300000e+000,1.203539e-001,3.300000e+000,-5.106189e-003
3.019762325286866e-009,3.300000e+000,1.203211e-001,3.300000e+000,-5.100603e-003
3.023668575286866e-009,3.300000e+000,1.202556e-001,3.300000e+000,-5.089463e-003
3.024645137786866e-009,3.300000e+000,1.202393e-001,3.300000e+000,-5.086687e-003
3.026598262786866e-009,3.300000e+000,1.202069e-001,3.300000e+000,-5.081154e-003
3.030504512786866e-009,3.300000e+000,1.201424e-001,3.300000e+000,-5.070120e-003
3.031481075286866e-009,3.300000e+000,1.201264e-001,3.300000e+000,-5.067370e-003
3.033434200286866e-009,3.300000e+000,1.200944e-001,3.300000e+000,-5.061890e-003
3.037340450286866e-009,3.300000e+000,1.200311e-001,3.300000e+000,-5.050985e-003
3.045152950286866e-009,3.300000e+000,1.199054e-001,3.300000e+000,-5.029297e-003
