time,V(n010),V(n011),V(n014),I(Rchip2)
0.000000000000000e+000,3.300000e+000,2.720217e-002,0.000000e+000,-3.141851e-038
9.999999824516700e-015,3.300000e+000,2.720217e-002,1.100000e-005,-1.833424e-013
1.999999964903340e-014,3.300000e+000,2.720217e-002,2.200000e-005,-4.888465e-013
3.999999929806680e-014,3.300000e+000,2.720217e-002,4.400000e-005,-1.612952e-012
7.999999859613360e-014,3.300000e+000,2.720217e-002,8.800000e-005,-6.010733e-012
1.599999971922672e-013,3.300000e+000,2.720217e-002,1.760000e-004,-2.359594e-011
3.199999943845344e-013,3.300000e+000,2.720217e-002,3.520000e-004,-9.389770e-011
6.399999887690688e-013,3.300000e+000,2.720217e-002,7.040000e-004,-3.748468e-010
1.279999977538138e-012,3.300000e+000,2.720219e-002,1.408000e-003,-1.497051e-009
2.559999955076275e-012,3.300000e+000,2.720224e-002,2.816000e-003,-5.976693e-009
5.119999910152551e-012,3.300000e+000,2.720243e-002,5.632000e-003,-2.384155e-008
1.023999982030510e-011,3.300000e+000,2.720313e-002,1.126400e-002,-8.744539e-008
1.637205805775557e-011,3.300000e+000,2.720439e-002,1.800926e-002,-2.014359e-007
1.972839564964095e-011,3.300000e+000,2.720528e-002,2.170124e-002,-2.825759e-007
2.077725114710514e-011,3.300000e+000,2.720561e-002,2.285498e-002,-3.124879e-007
2.145409071031249e-011,3.300000e+000,2.720584e-002,2.359950e-002,-3.330249e-007
2.146067166399532e-011,3.300000e+000,2.720584e-002,2.360674e-002,-3.332279e-007
2.146072447806913e-011,3.300000e+000,2.720584e-002,2.360680e-002,-3.332296e-007
1.464607244780692e-010,3.300000e+000,2.751097e-002,1.611068e-001,-2.700775e-005
2.714607244780691e-010,3.300000e+000,2.795315e-002,2.986068e-001,-6.508469e-005
3.964607244780691e-010,3.300000e+000,2.856450e-002,4.361068e-001,-1.168542e-004
5.214607244780691e-010,3.300000e+000,2.932486e-002,5.736068e-001,-1.801628e-004
7.128750831125430e-010,3.300000e+000,3.065700e-002,7.841626e-001,-2.896574e-004
7.855194318915245e-010,3.300000e+000,3.122351e-002,8.640714e-001,-3.356197e-004
8.434210832615201e-010,3.300000e+000,3.171805e-002,9.277632e-001,-3.752738e-004
8.918619128223328e-010,3.300000e+000,3.215238e-002,9.810481e-001,-4.098050e-004
9.482708399659802e-010,3.300000e+000,3.267959e-002,1.043098e+000,-4.513743e-004
1.006551140372384e-009,3.300000e+000,3.324667e-002,1.107206e+000,-4.956872e-004
