time,V(n010),V(n011),V(n014),I(Rchip2)
0.000000000000000e+000,3.300000e+000,2.205557e-002,0.000000e+000,-2.547419e-038
9.999999824516700e-015,3.300000e+000,2.205557e-002,1.100000e-005,-1.647478e-013
1.999999964903340e-014,3.300000e+000,2.205557e-002,2.200000e-005,-4.392868e-013
3.999999929806680e-014,3.300000e+000,2.205557e-002,4.400000e-005,-1.449361e-012
7.999999859613360e-014,3.300000e+000,2.205557e-002,8.800000e-005,-5.400935e-012
1.599999971922672e-013,3.300000e+000,2.205557e-002,1.760000e-004,-2.120212e-011
3.199999943845344e-013,3.300000e+000,2.205557e-002,3.520000e-004,-8.437284e-011
6.399999887690688e-013,3.300000e+000,2.205557e-002,7.040000e-004,-3.368215e-010
1.279999977538138e-012,3.300000e+000,2.205558e-002,1.408000e-003,-1.345075e-009
2.559999955076275e-012,3.300000e+000,2.205563e-002,2.816000e-003,-5.368768e-009
5.119999910152551e-012,3.300000e+000,2.205581e-002,5.632000e-003,-2.141004e-008
1.023999982030510e-011,3.300000e+000,2.205644e-002,1.126400e-002,-7.851222e-008
1.637205093415113e-011,3.300000e+000,2.205752e-002,1.800926e-002,-1.768750e-007
1.752445447631087e-011,3.300000e+000,2.205778e-002,1.927690e-002,-2.009495e-007
1.982926156063035e-011,3.300000e+000,2.205840e-002,2.181219e-002,-2.565569e-007
2.083761466002012e-011,3.300000e+000,2.205869e-002,2.292138e-002,-2.828109e-007
2.146044994846156e-011,3.300000e+000,2.205888e-002,2.360649e-002,-2.997642e-007
2.146069612841746e-011,3.300000e+000,2.205888e-002,2.360677e-002,-2.997710e-007
2.146071371270003e-011,3.300000e+000,2.205888e-002,2.360678e-002,-2.997715e-007
2.146071810877067e-011,3.300000e+000,2.205888e-002,2.360679e-002,-2.997716e-007
2.146071920778833e-011,3.300000e+000,2.205888e-002,2.360679e-002,-2.997717e-007
2.146072140582365e-011,3.300000e+000,2.205888e-002,2.360679e-002,-2.997717e-007
2.146072240582365e-011,3.300000e+000,2.205888e-002,2.360679e-002,-2.997718e-007
2.146072440582365e-011,3.300000e+000,2.205888e-002,2.360680e-002,-2.997720e-007
1.464607244058237e-010,3.300000e+000,2.229287e-002,1.611068e-001,-2.089104e-005
1.484138494058237e-010,3.300000e+000,2.229656e-002,1.632552e-001,-2.121625e-005
1.523200994058237e-010,3.300000e+000,2.230415e-002,1.675521e-001,-2.188321e-005
1.601325994058237e-010,3.300000e+000,2.232000e-002,1.761459e-001,-2.327745e-005
1.757575994058237e-010,3.300000e+000,2.235450e-002,1.933334e-001,-2.630817e-005
2.070075994058237e-010,3.300000e+000,2.243436e-002,2.277084e-001,-3.330344e-005
2.695075994058237e-010,3.300000e+000,2.261908e-002,2.964584e-001,-4.942879e-005
2.977732160943595e-010,3.300000e+000,2.271471e-002,3.275505e-001,-5.774451e-005
3.275330844268187e-010,3.300000e+000,2.282836e-002,3.602864e-001,-6.758278e-005
3.662829685416700e-010,3.300000e+000,2.299020e-002,4.029113e-001,-8.153300e-005
4.063585185799095e-010,3.300000e+000,2.317644e-002,4.469944e-001,-9.748359e-005
4.865096186563886e-010,3.300000e+000,2.359675e-002,5.351606e-001,-1.331660e-004
5.786882400570245e-010,3.300000e+000,2.412786e-002,6.365570e-001,-1.779126e-004
5.912311621301476e-010,3.300000e+000,2.420603e-002,6.503543e-001,-1.844509e-004
6.163170062763939e-010,3.300000e+000,2.437180e-002,6.779487e-001,-1.982320e-004
6.664886945688863e-010,3.300000e+000,2.472145e-002,7.331375e-001,-2.270945e-004
7.668320711538712e-010,3.300000e+000,2.545900e-002,8.435153e-001,-2.875280e-004
7.864053978268188e-010,3.300000e+000,2.561068e-002,8.650460e-001,-2.998580e-004
8.255520511727137e-010,3.300000e+000,2.592597e-002,9.081073e-001,-3.253333e-004
8.353387145091875e-010,3.300000e+000,2.600623e-002,9.188726e-001,-3.317972e-004
8.549120411821351e-010,3.300000e+000,2.617028e-002,9.404032e-001,-3.449557e-004
8.940586945280301e-010,3.300000e+000,2.650759e-002,9.834645e-001,-3.718591e-004
9.723520012198202e-010,3.300000e+000,2.721810e-002,1.069587e+000,-4.278576e-004
1.128938614603400e-009,3.300000e+000,2.874261e-002,1.241832e+000,-5.458434e-004
1.303962892605468e-009,3.300000e+000,3.059450e-002,1.434359e+000,-6.855782e-004
1.517590380688153e-009,3.300000e+000,3.305758e-002,1.669349e+000,-8.657671e-004
1.738392468980210e-009,3.300000e+000,3.585462e-002,1.912232e+000,-1.061591e-003
2.179996645564323e-009,3.300000e+000,4.195695e-002,2.397996e+000,-1.468949e-003
2.471299888388812e-009,3.300000e+000,4.636083e-002,2.718430e+000,-1.745566e-003
3.000000000000000e-009,3.300000e+000,5.491079e-002,3.300000e+000,-2.256794e-003
3.000826093924393e-009,3.300000e+000,5.492501e-002,3.300000e+000,-2.257601e-003
3.002478281773177e-009,3.300000e+000,5.495344e-002,3.300000e+000,-2.259212e-003
3.005782657470747e-009,3.300000e+000,5.501017e-002,3.300000e+000,-2.262421e-003
3.012391408865888e-009,3.300000e+000,5.512319e-002,3.300000e+000,-2.268787e-003
3.025608911656167e-009,3.300000e+000,5.534821e-002,3.300000e+000,-2.281407e-003
3.028913287353737e-009,3.300000e+000,5.540419e-002,3.300000e+000,-2.284530e-003
3.035522038748877e-009,3.300000e+000,5.551549e-002,3.300000e+000,-2.290703e-003
3.048739541539157e-009,3.300000e+000,5.573637e-002,3.300000e+000,-2.302853e-003
3.075174547119716e-009,3.300000e+000,5.617434e-002,3.300000e+000,-2.326724e-003
3.081783298514856e-009,3.300000e+000,5.628276e-002,3.300000e+000,-2.332570e-003
3.095000801305136e-009,3.300000e+000,5.649719e-002,3.300000e+000,-2.343991e-003
3.121435806885695e-009,3.300000e+000,5.692262e-002,3.300000e+000,-2.366442e-003
3.128044558280835e-009,3.300000e+000,5.702797e-002,3.300000e+000,-2.371941e-003
3.141262061071115e-009,3.300000e+000,5.723639e-002,3.300000e+000,-2.382681e-003
3.167697066651674e-009,3.300000e+000,5.764729e-002,3.300000e+000,-2.403491e-003
3.220567077812793e-009,3.300000e+000,5.845606e-002,3.300000e+000,-2.443637e-003
3.233784580603073e-009,3.300000e+000,5.865467e-002,3.300000e+000,-2.453269e-003
3.260219586183632e-009,3.300000e+000,5.904390e-002,3.300000e+000,-2.471631e-003
3.313089597344751e-009,3.300000e+000,5.981126e-002,3.300000e+000,-2.507103e-003
3.326307100135030e-009,3.300000e+000,5.999991e-002,3.300000e+000,-2.515610e-003
3.352742105715590e-009,3.300000e+000,6.037009e-002,3.300000e+000,-2.531824e-003
3.445264625247547e-009,3.300000e+000,6.163349e-002,3.300000e+000,-2.584946e-003
3.498134636408666e-009,3.300000e+000,6.232403e-002,3.300000e+000,-2.611772e-003
3.603874658730904e-009,3.300000e+000,6.367101e-002,3.300000e+000,-2.661600e-003
3.630309664311463e-009,3.300000e+000,6.399865e-002,3.300000e+000,-2.673038e-003
3.683179675472582e-009,3.300000e+000,6.463447e-002,3.300000e+000,-2.693736e-003
3.788919697794819e-009,3.300000e+000,6.588019e-002,3.300000e+000,-2.732242e-003
3.868224714536497e-009,3.300000e+000,6.677721e-002,3.300000e+000,-2.756975e-003
4.000399742439294e-009,3.300000e+000,6.822767e-002,3.300000e+000,-2.793256e-003
4.185444781503209e-009,3.300000e+000,7.015719e-002,3.300000e+000,-2.832907e-003
4.238314792664328e-009,3.300000e+000,7.068825e-002,3.300000e+000,-2.842024e-003
4.344054814986566e-009,3.300000e+000,7.173710e-002,3.300000e+000,-2.858819e-003
4.423359831728244e-009,3.300000e+000,7.250462e-002,3.300000e+000,-2.869349e-003
4.529099854050481e-009,3.300000e+000,7.351201e-002,3.300000e+000,-2.881677e-003
4.608404870792159e-009,3.300000e+000,7.425215e-002,3.300000e+000,-2.889285e-003
4.793449909856074e-009,3.300000e+000,7.594416e-002,3.300000e+000,-2.903360e-003
4.978494948919990e-009,3.300000e+000,7.759120e-002,3.300000e+000,-2.912785e-003
5.163539987983905e-009,3.300000e+000,7.920161e-002,3.300000e+000,-2.918521e-003
5.269280010306143e-009,3.300000e+000,8.010861e-002,3.300000e+000,-2.920496e-003
5.348585027047821e-009,3.300000e+000,8.078205e-002,3.300000e+000,-2.921328e-003
5.454325049370058e-009,3.300000e+000,8.167424e-002,3.300000e+000,-2.921898e-003
5.546847568902016e-009,3.300000e+000,8.244877e-002,3.300000e+000,-2.921833e-003
5.685631348199954e-009,3.300000e+000,8.360078e-002,3.300000e+000,-2.920863e-003
5.712066353780513e-009,3.300000e+000,8.381893e-002,3.300000e+000,-2.920567e-003
5.764936364941632e-009,3.300000e+000,8.425394e-002,3.300000e+000,-2.919868e-003
5.870676387263869e-009,3.300000e+000,8.511927e-002,3.300000e+000,-2.918089e-003
6.082156431908345e-009,3.300000e+000,8.683379e-002,3.300000e+000,-2.913309e-003
6.505116521197295e-009,3.300000e+000,9.021213e-002,3.300000e+000,-2.900461e-003
7.351036699775196e-009,3.300000e+000,9.684501e-002,3.300000e+000,-2.868494e-003
8.351036699775197e-009,3.300000e+000,1.045326e-001,3.300000e+000,-2.825565e-003
9.351036699775198e-009,3.300000e+000,1.120599e-001,3.300000e+000,-2.779279e-003
1.035103669977520e-008,3.300000e+000,1.194016e-001,3.300000e+000,-2.728747e-003
1.135103669977520e-008,3.300000e+000,1.264516e-001,3.300000e+000,-2.666403e-003
1.235103669977520e-008,3.300000e+000,1.328952e-001,3.300000e+000,-2.569662e-003
1.335103669977520e-008,3.300000e+000,1.379395e-001,3.300000e+000,-2.382706e-003
1.435103669977520e-008,3.300000e+000,1.399258e-001,3.300000e+000,-1.992920e-003
1.535103669977520e-008,3.300000e+000,1.362683e-001,3.300000e+000,-1.239123e-003
1.635103669977520e-008,3.300000e+000,1.245498e-001,3.300000e+000,-1.086860e-005
1.735103669977520e-008,3.300000e+000,1.047771e-001,3.300000e+000,1.581874e-003
1.835103669977520e-008,3.300000e+000,8.080333e-002,3.300000e+000,3.145152e-003
1.935103669977520e-008,3.300000e+000,5.843905e-002,3.300000e+000,4.218438e-003
2.035103669977520e-008,3.300000e+000,4.143271e-002,3.300000e+000,4.613271e-003
2.135103669977520e-008,3.300000e+000,2.990963e-002,3.300000e+000,4.476047e-003
2.235103669977520e-008,3.300000e+000,2.227040e-002,3.300000e+000,4.058110e-003
2.335103669977519e-008,3.300000e+000,1.708947e-002,3.300000e+000,3.538852e-003
2.435103669977519e-008,3.300000e+000,1.347505e-002,3.300000e+000,3.013365e-003
2.535103669977519e-008,3.300000e+000,1.088595e-002,3.300000e+000,2.526610e-003
2.635103669977519e-008,3.300000e+000,8.987318e-003,3.300000e+000,2.096587e-003
2.735103669977519e-008,3.300000e+000,7.565514e-003,3.300000e+000,1.727392e-003
2.835103669977519e-008,3.300000e+000,6.481431e-003,3.300000e+000,1.416185e-003
2.935103669977519e-008,3.300000e+000,5.641643e-003,3.300000e+000,1.157105e-003
3.035103669977519e-008,3.300000e+000,4.981572e-003,3.300000e+000,9.433235e-004
3.135103669977519e-008,3.300000e+000,4.455728e-003,3.300000e+000,7.680521e-004
3.235103669977519e-008,3.300000e+000,4.031413e-003,3.300000e+000,6.250386e-004
3.335103669977519e-008,3.300000e+000,3.684790e-003,3.300000e+000,5.087605e-004
3.435103669977520e-008,3.300000e+000,3.398229e-003,3.300000e+000,4.144695e-004
3.535103669977520e-008,3.300000e+000,3.158556e-003,3.300000e+000,3.381542e-004
