time,V(n010),V(n011),V(n014),I(Rchip2)
0.000000000000000e+000,3.300000e+000,2.909129e-002,0.000000e+000,-3.360044e-038
9.999999824516700e-015,3.300000e+000,2.909129e-002,1.100000e-005,-1.864738e-013
1.999999964903340e-014,3.300000e+000,2.909129e-002,2.200000e-005,-4.972307e-013
3.999999929806680e-014,3.300000e+000,2.909129e-002,4.400000e-005,-1.640615e-012
7.999999859613360e-014,3.300000e+000,2.909129e-002,8.800000e-005,-6.113421e-012
1.599999971922672e-013,3.300000e+000,2.909129e-002,1.760000e-004,-2.399800e-011
3.199999943845344e-013,3.300000e+000,2.909129e-002,3.520000e-004,-9.549615e-011
6.399999887690688e-013,3.300000e+000,2.909130e-002,7.040000e-004,-3.812299e-010
1.279999977538138e-012,3.300000e+000,2.909131e-002,1.408000e-003,-1.522590e-009
2.559999955076275e-012,3.300000e+000,2.909136e-002,2.816000e-003,-6.079005e-009
5.119999910152551e-012,3.300000e+000,2.909156e-002,5.632000e-003,-2.425121e-008
1.023999982030510e-011,3.300000e+000,2.909227e-002,1.126400e-002,-8.895091e-008
1.637208261667057e-011,3.300000e+000,2.909354e-002,1.800929e-002,-2.039129e-007
1.928194835908846e-011,3.300000e+000,2.909433e-002,2.121014e-002,-2.753943e-007
2.138209215452403e-011,3.300000e+000,2.909500e-002,2.352030e-002,-3.359600e-007
2.143209557822488e-011,3.300000e+000,2.909501e-002,2.357531e-002,-3.375253e-007
2.146068291504492e-011,3.300000e+000,2.909502e-002,2.360675e-002,-3.384217e-007
2.146071081874118e-011,3.300000e+000,2.909502e-002,2.360678e-002,-3.384225e-007
2.146071779466525e-011,3.300000e+000,2.909502e-002,2.360679e-002,-3.384228e-007
2.146071953864626e-011,3.300000e+000,2.909502e-002,2.360679e-002,-3.384228e-007
2.146072302660830e-011,3.300000e+000,2.909502e-002,2.360680e-002,-3.384229e-007
2.146072402660830e-011,3.300000e+000,2.909502e-002,2.360680e-002,-3.384230e-007
2.146072502660830e-011,3.300000e+000,2.909502e-002,2.360680e-002,-3.384231e-007
1.464607250266083e-010,3.300000e+000,2.940470e-002,1.611068e-001,-2.740972e-005
2.714607250266083e-010,3.300000e+000,2.985309e-002,2.986068e-001,-6.602113e-005
3.964607250266084e-010,3.300000e+000,3.047252e-002,4.361068e-001,-1.184723e-004
5.214607250266083e-010,3.300000e+000,3.124245e-002,5.736068e-001,-1.825715e-004
7.133919053176707e-010,3.300000e+000,3.259361e-002,7.847311e-001,-2.936212e-004
7.839533209467947e-010,3.300000e+000,3.314923e-002,8.623487e-001,-3.387044e-004
8.377044099924562e-010,3.300000e+000,3.361560e-002,9.214749e-001,-3.760541e-004
9.232894616860440e-010,3.300000e+000,3.440205e-002,1.015618e+000,-4.383753e-004
9.997953142347764e-010,3.300000e+000,3.514276e-002,1.099775e+000,-4.964204e-004
1.077089113678822e-009,3.300000e+000,3.592823e-002,1.184798e+000,-5.572725e-004
1.138356482304214e-009,3.300000e+000,3.657651e-002,1.252192e+000,-6.069557e-004
1.200899510727210e-009,3.300000e+000,3.726710e-002,1.320989e+000,-6.591943e-004
1.325985567573201e-009,3.300000e+000,3.870989e-002,1.458584e+000,-7.667047e-004
1.446924299145627e-009,3.300000e+000,4.018550e-002,1.591617e+000,-8.741824e-004
1.684054872365378e-009,3.300000e+000,4.322131e-002,1.852460e+000,-1.090748e-003
1.711118277932711e-009,3.300000e+000,4.358114e-002,1.882230e+000,-1.115952e-003
1.765245089067378e-009,3.300000e+000,4.432512e-002,1.941770e+000,-1.167176e-003
1.873498711336712e-009,3.300000e+000,4.583537e-002,2.060848e+000,-1.270265e-003
