time,V(n010),V(n011),V(n014),I(Rchip2)
0.000000000000000e+000,3.300000e+000,3.324124e-002,0.000000e+000,-3.839363e-038
9.999999824516700e-015,3.300000e+000,3.324124e-002,1.100000e-005,-1.959291e-013
1.999999964903340e-014,3.300000e+000,3.324124e-002,2.200000e-005,-5.224569e-013
3.999999929806680e-014,3.300000e+000,3.324124e-002,4.400000e-005,-1.723979e-012
7.999999859613360e-014,3.300000e+000,3.324124e-002,8.800000e-005,-6.424687e-012
1.599999971922672e-013,3.300000e+000,3.324124e-002,1.760000e-004,-2.522100e-011
3.199999943845344e-013,3.300000e+000,3.324124e-002,3.520000e-004,-1.003635e-010
6.399999887690688e-013,3.300000e+000,3.324125e-002,7.040000e-004,-4.006624e-010
1.279999977538138e-012,3.300000e+000,3.324126e-002,1.408000e-003,-1.600243e-009
2.559999955076275e-012,3.300000e+000,3.324131e-002,2.816000e-003,-6.389358e-009
5.119999910152551e-012,3.300000e+000,3.324152e-002,5.632000e-003,-2.548994e-008
1.023999982030510e-011,3.300000e+000,3.324227e-002,1.126400e-002,-9.349089e-008
1.637208618609364e-011,3.300000e+000,3.324364e-002,1.800930e-002,-2.174215e-007
2.061603923265300e-011,3.300000e+000,3.324490e-002,2.267764e-002,-3.323659e-007
2.312646379876185e-011,3.300000e+000,3.324805e-002,2.543911e-002,-6.104576e-007
1.481264637987619e-010,3.300000e+000,3.357154e-002,1.629391e-001,-2.888728e-005
2.731264637987618e-010,3.300000e+000,3.404033e-002,3.004391e-001,-6.924776e-005
3.981264637987618e-010,3.300000e+000,3.464619e-002,4.379391e-001,-1.208374e-004
4.067388289264960e-010,3.300000e+000,3.469154e-002,4.474127e-001,-1.246823e-004
4.411882894374328e-010,3.300000e+000,3.488293e-002,4.853071e-001,-1.408582e-004
4.871209034520152e-010,3.300000e+000,3.516189e-002,5.358330e-001,-1.642847e-004
5.789861314811800e-010,3.300000e+000,3.579427e-002,6.368847e-001,-2.167297e-004
7.627165875395096e-010,3.300000e+000,3.721781e-002,8.389882e-001,-3.332178e-004
8.302781839076487e-010,3.300000e+000,3.779635e-002,9.133060e-001,-3.799170e-004
8.828506895396109e-010,3.300000e+000,3.828411e-002,9.711357e-001,-4.187803e-004
9.517445394159526e-010,3.300000e+000,3.895619e-002,1.046919e+000,-4.717529e-004
1.041410307278558e-009,3.300000e+000,3.987354e-002,1.145551e+000,-5.432164e-004
1.125520257675886e-009,3.300000e+000,4.077777e-002,1.238072e+000,-6.126922e-004
1.226756930911803e-009,3.300000e+000,4.192644e-002,1.349433e+000,-6.994245e-004
1.377046799002730e-009,3.300000e+000,4.371502e-002,1.514751e+000,-8.321584e-004
1.463598553262194e-009,3.300000e+000,4.479078e-002,1.609958e+000,-9.105899e-004
1.554977688064682e-009,3.300000e+000,4.597118e-002,1.710475e+000,-9.951703e-004
1.646808285466650e-009,3.300000e+000,4.720209e-002,1.811489e+000,-1.081686e-003
1.830469480270587e-009,3.300000e+000,4.976753e-002,2.013516e+000,-1.257790e-003
2.019739831988166e-009,3.300000e+000,5.250314e-002,2.221714e+000,-1.441692e-003
2.049313036103094e-009,3.300000e+000,5.294364e-002,2.254244e+000,-1.470728e-003
2.108459444332951e-009,3.300000e+000,5.384038e-002,2.319305e+000,-1.529130e-003
2.123246046390415e-009,3.300000e+000,5.406624e-002,2.335571e+000,-1.543761e-003
2.152819250505343e-009,3.300000e+000,5.452209e-002,2.368101e+000,-1.573092e-003
2.211965658735200e-009,3.300000e+000,5.543972e-002,2.433162e+000,-1.631849e-003
2.226752260792665e-009,3.300000e+000,5.567087e-002,2.449428e+000,-1.646566e-003
2.256325464907593e-009,3.300000e+000,5.613721e-002,2.481958e+000,-1.676057e-003
2.315471873137450e-009,3.300000e+000,5.708060e-002,2.547019e+000,-1.735179e-003
2.433764689597163e-009,3.300000e+000,5.899118e-002,2.677141e+000,-1.853712e-003
2.463337893712092e-009,3.300000e+000,5.947551e-002,2.709672e+000,-1.883420e-003
2.522484301941948e-009,3.300000e+000,6.045947e-002,2.774733e+000,-1.942988e-003
2.640777118401662e-009,3.300000e+000,6.244937e-002,2.904855e+000,-2.062314e-003
2.729496730746447e-009,3.300000e+000,6.397136e-002,3.002446e+000,-2.152032e-003
2.744283332803911e-009,3.300000e+000,6.422735e-002,3.018712e+000,-2.167000e-003
2.773856536918840e-009,3.300000e+000,6.474300e-002,3.051242e+000,-2.196960e-003
2.833002945148696e-009,3.300000e+000,6.577964e-002,3.116303e+000,-2.256908e-003
2.847789547206161e-009,3.300000e+000,6.604037e-002,3.132569e+000,-2.271902e-003
2.877362751321089e-009,3.300000e+000,6.656544e-002,3.165099e+000,-2.301909e-003
2.936509159550946e-009,3.300000e+000,6.762291e-002,3.230160e+000,-2.361953e-003
3.000000000000000e-009,3.300000e+000,6.876541e-002,3.300000e+000,-2.426437e-003
3.000793635505613e-009,3.300000e+000,6.877980e-002,3.300000e+000,-2.427242e-003
3.002380906516840e-009,3.300000e+000,6.880853e-002,3.300000e+000,-2.428849e-003
3.005555448539292e-009,3.300000e+000,6.886593e-002,3.300000e+000,-2.432056e-003
3.006349084044905e-009,3.300000e+000,6.888026e-002,3.300000e+000,-2.432856e-003
3.007936355056132e-009,3.300000e+000,6.890887e-002,3.300000e+000,-2.434450e-003
3.011110897078584e-009,3.300000e+000,6.896603e-002,3.300000e+000,-2.437630e-003
3.011904532584197e-009,3.300000e+000,6.898029e-002,3.300000e+000,-2.438422e-003
3.013491803595424e-009,3.300000e+000,6.900878e-002,3.300000e+000,-2.440003e-003
3.016666345617876e-009,3.300000e+000,6.906569e-002,3.300000e+000,-2.443156e-003
3.017459981123489e-009,3.300000e+000,6.907989e-002,3.300000e+000,-2.443942e-003
3.019047252134716e-009,3.300000e+000,6.910826e-002,3.300000e+000,-2.445508e-003
3.022221794157168e-009,3.300000e+000,6.916492e-002,3.300000e+000,-2.448634e-003
3.023015429662781e-009,3.300000e+000,6.917907e-002,3.300000e+000,-2.449414e-003
3.024602700674008e-009,3.300000e+000,6.920731e-002,3.300000e+000,-2.450967e-003
3.027777242696460e-009,3.300000e+000,6.926367e-002,3.300000e+000,-2.454061e-003
3.034126326741366e-009,3.300000e+000,6.937589e-002,3.300000e+000,-2.460191e-003
3.046824494831177e-009,3.300000e+000,6.959831e-002,3.300000e+000,-2.472232e-003
3.072220831010798e-009,3.300000e+000,7.003879e-002,3.300000e+000,-2.495837e-003
3.078569915055704e-009,3.300000e+000,7.014769e-002,3.300000e+000,-2.501605e-003
3.091268083145515e-009,3.300000e+000,7.036275e-002,3.300000e+000,-2.512841e-003
3.123013503370042e-009,3.300000e+000,7.089439e-002,3.300000e+000,-2.540271e-003
3.161108007639475e-009,3.300000e+000,7.151248e-002,3.300000e+000,-2.571015e-003
3.211900679998718e-009,3.300000e+000,7.231753e-002,3.300000e+000,-2.609924e-003
3.224598848088529e-009,3.300000e+000,7.251479e-002,3.300000e+000,-2.619214e-003
3.249995184268151e-009,3.300000e+000,7.290043e-002,3.300000e+000,-2.636824e-003
3.300787856627394e-009,3.300000e+000,7.365943e-002,3.300000e+000,-2.670705e-003
3.338882360896827e-009,3.300000e+000,7.421030e-002,3.300000e+000,-2.694112e-003
3.389675033256070e-009,3.300000e+000,7.492881e-002,3.300000e+000,-2.723579e-003
3.402373201345881e-009,3.300000e+000,7.510532e-002,3.300000e+000,-2.730608e-003
3.427769537525503e-009,3.300000e+000,7.545356e-002,3.300000e+000,-2.744143e-003
3.434118621570408e-009,3.300000e+000,7.553995e-002,3.300000e+000,-2.747454e-003
3.446816789660219e-009,3.300000e+000,7.571109e-002,3.300000e+000,-2.753897e-003
3.472213125839841e-009,3.300000e+000,7.604910e-002,3.300000e+000,-2.766321e-003
3.523005798199084e-009,3.300000e+000,7.670882e-002,3.300000e+000,-2.789399e-003
3.624591142917571e-009,3.300000e+000,7.797079e-002,3.300000e+000,-2.829340e-003
3.827761832354544e-009,3.300000e+000,8.031366e-002,3.300000e+000,-2.889747e-003
4.234103211228491e-009,3.300000e+000,8.452483e-002,3.300000e+000,-2.960283e-003
5.046785968976385e-009,3.300000e+000,9.206184e-002,3.300000e+000,-3.010500e-003
6.046785968976385e-009,3.300000e+000,1.006054e-001,3.300000e+000,-3.003120e-003
7.046785968976385e-009,3.300000e+000,1.087505e-001,3.300000e+000,-2.965574e-003
8.046785968976385e-009,3.300000e+000,1.166946e-001,3.300000e+000,-2.920515e-003
9.046785968976386e-009,3.300000e+000,1.244845e-001,3.300000e+000,-2.873452e-003
1.004678596897639e-008,3.300000e+000,1.321004e-001,3.300000e+000,-2.823255e-003
1.104678596897639e-008,3.300000e+000,1.394502e-001,3.300000e+000,-2.763222e-003
1.204678596897639e-008,3.300000e+000,1.462603e-001,3.300000e+000,-2.673632e-003
1.304678596897639e-008,3.300000e+000,1.518228e-001,3.300000e+000,-2.504371e-003
1.404678596897639e-008,3.300000e+000,1.545914e-001,3.300000e+000,-2.149436e-003
1.504678596897639e-008,3.300000e+000,1.519879e-001,3.300000e+000,-1.444318e-003
1.604678596897639e-008,3.300000e+000,1.412580e-001,3.300000e+000,-2.482454e-004
1.704678596897639e-008,3.300000e+000,1.216118e-001,3.300000e+000,1.389068e-003
1.804678596897639e-008,3.300000e+000,9.608234e-002,3.300000e+000,3.121932e-003
1.904678596897639e-008,3.300000e+000,7.059924e-002,3.300000e+000,4.451407e-003
2.004678596897639e-008,3.300000e+000,5.011837e-002,3.300000e+000,5.071951e-003
